"Date","Price","Open","High","Low","Vol.","Change %"
"12/22/2022","97.81","98.39","98.47","96.30","11.02M","-1.27%"
"12/21/2022","99.07","98.38","99.24","98.05","8.22M","1.88%"
"12/20/2022","97.24","96.91","97.87","96.80","9.29M","0.12%"
"12/19/2022","97.12","97.37","98.27","96.65","8.81M","-1.00%"
"12/16/2022","98.10","97.59","98.31","97.14","17.36M","-0.43%"
"12/15/2022","98.52","99.60","100.04","98.01","11.59M","-2.42%"
"12/14/2022","100.96","101.27","102.28","100.38","10.43M","-0.19%"
"12/13/2022","101.15","103.23","103.31","100.40","17.59M","0.38%"
"12/12/2022","100.77","99.30","100.80","99.22","7.04M","1.72%"
"12/09/2022","99.07","99.84","100.26","99.04","7.21M","-0.82%"
"12/08/2022","99.89","99.66","100.50","99.53","6.46M","0.59%"
"12/07/2022","99.30","99.25","100.00","99.11","7.17M","-0.13%"
"12/06/2022","99.43","100.85","100.90","98.68","8.85M","-1.18%"
"12/05/2022","100.62","101.40","101.52","100.44","11.07M","-1.67%"
"12/02/2022","102.33","100.66","102.69","100.66","10.77M","0.57%"
"12/01/2022","101.75","102.10","102.36","100.96","13.85M","0.03%"
"11/30/2022","101.72","100.05","101.74","98.94","18.30M","1.65%"
"11/29/2022","100.07","99.68","100.23","99.38","5.56M","0.61%"
"11/28/2022","99.46","100.85","100.94","99.14","7.87M","-1.82%"
"11/25/2022","101.30","101.13","101.50","101.01","2.67M","0.39%"
"11/23/2022","100.91","100.65","101.29","100.57","5.65M","0.38%"
"11/22/2022","100.53","100.20","100.76","100.10","7.47M","0.77%"
"11/21/2022","99.76","99.18","100.06","99.15","7.07M","0.32%"
"11/18/2022","99.44","99.60","99.89","98.80","7.66M","0.74%"
"11/17/2022","98.71","97.61","98.75","97.10","8.75M","-0.17%"
"11/16/2022","98.88","99.48","99.68","98.65","9.61M","-0.72%"
"11/15/2022","99.60","99.99","100.18","98.74","10.51M","0.69%"
"11/14/2022","98.92","99.24","100.26","98.89","8.85M","-0.61%"
"11/11/2022","99.53","99.83","100.24","99.12","9.98M","-0.06%"
"11/10/2022","99.59","98.30","99.72","97.84","18.63M","4.20%"
"11/09/2022","95.58","96.35","97.00","95.46","9.22M","-1.39%"
"11/08/2022","96.93","96.40","97.38","95.77","8.95M","0.87%"
"11/07/2022","96.09","95.50","96.24","94.89","8.29M","1.07%"
"11/04/2022","95.07","94.87","95.34","93.50","11.50M","1.60%"
"11/03/2022","93.57","91.66","94.41","91.60","13.33M","1.05%"
"11/02/2022","92.60","93.79","95.72","92.54","13.88M","-1.76%"
"11/01/2022","94.26","95.05","95.17","93.67","9.67M","-0.10%"
"10/31/2022","94.35","94.16","94.95","93.89","9.14M","-0.29%"
"10/28/2022","94.62","92.66","94.70","92.42","9.16M","2.33%"
"10/27/2022","92.47","92.29","93.58","92.28","9.22M","1.17%"
"10/26/2022","91.40","91.91","92.71","91.07","10.25M","0.35%"
"10/25/2022","91.08","89.77","91.15","89.72","9.81M","1.35%"
"10/24/2022","89.87","89.32","90.21","89.07","9.39M","1.33%"
"10/21/2022","88.69","86.40","88.86","86.09","13.15M","2.75%"
"10/20/2022","86.32","87.79","88.31","86.17","8.77M","-1.96%"
"10/19/2022","88.05","88.25","88.85","87.35","7.71M","-0.71%"
"10/18/2022","88.68","88.46","88.91","87.44","10.16M","2.41%"
"10/17/2022","86.59","86.24","87.06","86.14","9.54M","2.18%"
"10/14/2022","84.74","87.25","87.40","84.56","9.43M","-2.19%"
"10/13/2022","86.64","82.85","87.08","82.76","18.96M","2.21%"
"10/12/2022","84.77","85.39","85.79","84.73","6.73M","-0.78%"
"10/11/2022","85.44","85.12","86.60","84.89","8.66M","-0.02%"
"10/10/2022","85.46","85.87","86.33","84.74","7.56M","0.35%"
"10/07/2022","85.16","85.99","86.13","84.64","7.42M","-1.91%"
"10/06/2022","86.82","87.38","88.03","86.60","8.81M","-1.15%"
"10/05/2022","87.83","87.35","88.57","86.93","7.06M","-0.54%"
"10/04/2022","88.31","86.64","88.33","86.64","9.68M","3.48%"
"10/03/2022","85.34","83.76","86.01","83.50","8.61M","3.02%"
"09/30/2022","82.84","83.70","84.45","82.75","8.94M","-1.31%"
"09/29/2022","83.94","84.67","84.75","83.16","9.36M","-1.73%"
"09/28/2022","85.42","83.94","85.89","83.67","11.92M","2.20%"
"09/27/2022","83.58","84.62","84.89","82.87","12.18M","-0.33%"
"09/26/2022","83.86","84.49","85.21","83.48","9.24M","-1.05%"
"09/23/2022","84.75","85.51","85.60","83.71","13.83M","-1.88%"
"09/22/2022","86.37","87.48","87.61","86.24","8.93M","-1.51%"
"09/21/2022","87.69","89.66","90.36","87.68","10.85M","-1.33%"
"09/20/2022","88.87","89.32","89.38","88.13","6.65M","-1.24%"
"09/19/2022","89.99","88.17","90.11","88.11","8.46M","0.87%"
"09/16/2022","89.21","89.07","89.61","88.44","19.14M","-2.09%"
"09/15/2022","91.11","92.00","92.65","90.82","10.69M","-1.04%"
"09/14/2022","92.07","92.20","92.48","90.92","8.89M","-0.20%"
"09/13/2022","92.25","93.80","94.54","91.90","11.24M","-3.77%"
"09/12/2022","95.86","95.84","96.35","95.36","5.87M","0.60%"
"09/09/2022","95.29","94.68","95.49","94.64","7.44M","1.30%"
"09/08/2022","94.07","93.22","94.11","92.63","6.98M","0.30%"
"09/07/2022","93.79","91.98","94.03","91.96","7.93M","1.60%"
"09/06/2022","92.31","92.20","92.76","91.51","11.44M","0.16%"
"09/02/2022","92.16","94.10","94.21","91.73","9.84M","-0.97%"
"09/01/2022","93.06","92.32","93.12","91.92","8.79M","0.14%"
"08/31/2022","92.93","94.10","94.27","92.83","9.68M","-0.84%"
"08/30/2022","93.72","95.30","95.43","93.32","9.55M","-1.44%"
"08/29/2022","95.09","94.91","95.85","94.54","6.39M","-0.45%"
"08/26/2022","95.52","99.14","99.19","95.45","8.01M","-3.47%"
"08/25/2022","98.95","97.90","98.98","97.81","6.05M","1.53%"
"08/24/2022","97.46","97.24","97.75","97.05","6.44M","0.33%"
"08/23/2022","97.14","97.00","97.78","96.84","9.87M","0.19%"
"08/22/2022","96.96","97.63","97.78","96.83","5.80M","-1.90%"
"08/19/2022","98.84","99.51","99.54","98.57","6.89M","-1.29%"
"08/18/2022","100.13","99.91","100.28","99.57","7.00M","0.40%"
"08/17/2022","99.73","99.35","100.19","99.20","6.58M","-0.80%"
"08/16/2022","100.53","99.60","100.97","99.60","5.56M","0.45%"
"08/15/2022","100.08","99.15","100.22","99.00","6.56M","0.24%"
"08/12/2022","99.84","98.81","99.87","98.46","7.81M","1.50%"
"08/11/2022","98.36","98.48","99.23","98.17","5.71M","0.53%"
"08/10/2022","97.84","97.26","98.15","97.04","5.97M","2.19%"
"08/09/2022","95.74","96.08","96.23","95.54","4.40M","-0.36%"
"08/08/2022","96.09","96.87","97.14","95.84","5.61M","-0.03%"
"08/05/2022","96.12","94.99","96.19","94.99","7.86M","0.16%"
"08/04/2022","95.97","95.64","96.25","95.42","5.34M","0.37%"
"08/03/2022","95.62","95.14","95.92","94.48","5.51M","0.94%"
"08/02/2022","94.73","95.38","95.91","94.54","10.04M","-1.05%"
"08/01/2022","95.74","95.04","96.05","94.86","8.60M","0.10%"
"07/29/2022","95.64","93.74","95.84","93.74","9.00M","2.06%"
"07/28/2022","93.71","92.25","93.81","91.99","8.67M","2.09%"
"07/27/2022","91.79","90.98","92.24","90.38","8.66M","1.55%"
"07/26/2022","90.39","90.59","91.22","90.18","5.52M","-0.54%"
"07/25/2022","90.88","90.55","91.14","90.00","6.15M","0.48%"
"07/22/2022","90.45","91.04","91.33","90.03","5.97M","-0.32%"
"07/21/2022","90.74","89.83","90.76","89.48","5.90M","0.72%"
"07/20/2022","90.09","89.43","90.33","89.11","8.26M","0.77%"
"07/19/2022","89.40","87.03","89.56","87.01","7.33M","3.57%"
"07/18/2022","86.32","87.61","87.95","86.05","6.28M","-0.60%"
"07/15/2022","86.84","86.70","86.97","85.79","7.86M","1.57%"
"07/14/2022","85.50","84.76","85.60","84.28","6.83M","-0.57%"
"07/13/2022","85.99","85.66","86.72","85.44","9.50M","-1.22%"
"07/12/2022","87.05","86.92","88.22","86.74","8.02M","-0.31%"
"07/11/2022","87.32","87.40","87.91","87.12","7.98M","-0.67%"
"07/08/2022","87.91","88.08","88.47","87.23","4.91M","-0.45%"
"07/07/2022","88.31","87.89","88.53","87.31","5.87M","1.18%"
"07/06/2022","87.28","86.98","87.82","86.16","9.78M","0.58%"
"07/05/2022","86.78","86.62","86.82","85.27","10.99M","-1.50%"
"07/01/2022","88.10","87.18","88.39","86.51","11.72M","0.87%"
"06/30/2022","87.34","86.01","87.72","85.61","8.71M","0.31%"
"06/29/2022","87.07","87.75","87.76","86.38","6.82M","-0.58%"
"06/28/2022","87.58","89.20","90.20","87.50","6.48M","-1.16%"
"06/27/2022","88.61","89.29","89.29","88.21","6.36M","-0.24%"
"06/24/2022","88.82","86.64","88.83","86.60","9.63M","3.50%"
"06/23/2022","85.82","86.22","86.56","84.75","9.74M","-0.51%"
"06/22/2022","86.26","85.52","86.96","85.35","11.14M","-0.55%"
"06/21/2022","86.74","86.53","87.07","85.93","9.16M","1.38%"
"06/17/2022","85.56","85.68","86.41","84.57","14.25M","-0.26%"
"06/16/2022","85.78","87.01","87.06","85.33","13.50M","-3.34%"
"06/15/2022","88.74","88.58","89.80","87.37","13.34M","0.97%"
"06/14/2022","87.89","88.49","89.15","87.16","10.51M","-0.25%"
"06/13/2022","88.11","89.05","89.18","87.56","18.35M","-3.01%"
"06/10/2022","90.84","91.94","92.15","90.81","10.42M","-2.95%"
"06/09/2022","93.60","95.08","95.46","93.60","6.74M","-1.97%"
"06/08/2022","95.48","96.51","96.75","95.25","7.03M","-1.81%"
"06/07/2022","97.24","95.10","97.34","94.78","7.43M","1.34%"
"06/06/2022","95.95","96.24","96.54","95.75","8.33M","0.42%"
"06/03/2022","95.55","95.06","95.80","94.95","6.83M","-0.39%"
"06/02/2022","95.92","94.77","95.97","93.93","8.43M","1.91%"
"06/01/2022","94.12","95.26","95.49","93.35","8.71M","-0.61%"
"05/31/2022","94.70","94.47","95.36","93.80","14.50M","-0.81%"
"05/27/2022","95.47","94.29","95.49","94.17","8.67M","2.05%"
"05/26/2022","93.55","92.52","94.01","92.33","8.03M","2.03%"
"05/25/2022","91.69","90.86","92.04","90.54","9.46M","0.58%"
"05/24/2022","91.16","90.74","91.37","89.24","9.92M","-0.05%"
"05/23/2022","91.21","90.61","91.43","90.16","11.99M","1.64%"
"05/20/2022","89.74","91.00","91.19","88.04","15.70M","-1.08%"
"05/19/2022","90.72","90.58","91.88","89.68","14.48M","-0.90%"
"05/18/2022","91.54","94.23","94.40","91.27","11.17M","-3.72%"
"05/17/2022","95.08","94.47","95.22","93.68","9.49M","2.27%"
"05/16/2022","92.97","92.83","93.71","92.20","10.87M","-0.14%"
"05/13/2022","93.10","92.75","93.63","92.15","12.84M","1.27%"
"05/12/2022","91.93","91.29","92.51","90.19","18.52M","0.19%"
"05/11/2022","91.76","92.53","94.14","91.61","21.84M","-0.91%"
"05/10/2022","92.60","94.22","94.50","91.68","22.93M","-0.65%"
"05/09/2022","93.21","94.41","94.78","92.82","21.19M","-2.42%"
"05/06/2022","95.52","95.78","95.82","93.96","24.15M","-0.68%"
"05/05/2022","96.17","97.80","98.28","95.40","24.94M","-2.61%"
"05/04/2022","98.75","95.92","98.98","95.66","18.47M","2.90%"
"05/03/2022","95.97","95.54","96.60","95.14","13.32M","0.66%"
"05/02/2022","95.34","95.04","96.19","93.50","19.10M","0.21%"
"04/29/2022","95.14","97.66","98.07","94.96","15.12M","-2.65%"
"04/28/2022","97.73","96.91","98.11","95.73","13.46M","1.13%"
"04/27/2022","96.64","96.23","97.51","95.78","13.36M","0.37%"
"04/26/2022","96.28","97.78","98.05","96.27","14.58M","-2.18%"
"04/25/2022","98.43","97.86","98.58","96.18","16.32M","0.00%"
"04/22/2022","98.43","100.39","100.45","98.36","12.03M","-2.46%"
"04/21/2022","100.91","102.96","103.12","100.67","11.12M","-1.02%"
"04/20/2022","101.95","102.26","102.65","101.81","8.62M","0.54%"
"04/19/2022","101.40","99.92","101.54","99.87","10.90M","1.82%"
"04/18/2022","99.59","99.66","100.60","99.17","8.58M","-0.35%"
"04/14/2022","99.94","100.37","100.91","99.92","8.25M","-0.11%"
"04/13/2022","100.05","99.32","100.15","99.31","7.64M","0.94%"
"04/12/2022","99.12","99.58","100.56","98.69","11.47M","-0.16%"
"04/11/2022","99.28","99.28","100.40","99.10","11.20M","-0.32%"
"04/08/2022","99.60","100.00","100.49","99.37","12.92M","-0.56%"
"04/07/2022","100.16","99.46","100.52","98.56","12.35M","0.34%"
"04/06/2022","99.82","99.76","100.11","99.14","15.57M","-0.78%"
"04/05/2022","100.60","101.65","102.46","100.39","15.20M","-1.42%"
"04/04/2022","102.05","101.98","102.13","100.79","10.41M","-0.13%"
"04/01/2022","102.18","103.42","103.50","101.43","11.18M","-0.78%"
"03/31/2022","102.98","104.32","104.96","102.96","9.41M","-1.54%"
"03/30/2022","104.59","104.60","105.23","104.13","8.73M","-0.11%"
"03/29/2022","104.71","104.43","104.77","103.69","11.94M","0.93%"
"03/28/2022","103.75","103.63","103.78","102.79","7.94M","0.03%"
"03/25/2022","103.72","103.30","103.76","102.84","7.35M","0.62%"
"03/24/2022","103.08","102.82","103.13","102.29","7.68M","0.76%"
"03/23/2022","102.30","102.86","103.07","102.28","10.48M","-0.96%"
"03/22/2022","103.29","103.05","103.54","102.75","8.15M","0.55%"
"03/21/2022","102.73","102.26","103.11","102.08","10.82M","-0.11%"
"03/18/2022","102.84","102.27","102.93","101.51","14.92M","0.38%"
"03/17/2022","102.45","100.50","102.50","100.50","10.87M","1.29%"
"03/16/2022","101.15","100.46","101.33","99.15","15.84M","1.32%"
"03/15/2022","99.83","99.17","100.03","98.57","11.17M","1.59%"
"03/14/2022","98.27","98.53","99.34","97.58","12.99M","0.34%"
"03/11/2022","97.94","99.30","99.91","97.88","10.70M","-0.80%"
"03/10/2022","98.73","97.62","98.92","97.53","13.32M","-0.13%"
"03/09/2022","98.86","98.81","99.61","98.41","18.57M","1.81%"
"03/08/2022","97.10","97.94","99.71","97.01","21.96M","-0.61%"
"03/07/2022","97.70","100.07","100.79","97.67","16.45M","-2.68%"
"03/04/2022","100.39","99.59","100.51","99.00","17.17M","-0.22%"
"03/03/2022","100.61","101.24","101.51","100.17","14.83M","0.11%"
"03/02/2022","100.50","98.88","100.98","98.74","16.72M","2.13%"
"03/01/2022","98.40","99.53","100.16","97.76","21.88M","-1.49%"
"02/28/2022","99.89","98.21","100.09","98.16","18.06M","0.77%"
"02/25/2022","99.13","97.05","99.46","97.00","13.51M","2.39%"
"02/24/2022","96.82","94.19","97.03","93.40","27.20M","1.28%"
"02/23/2022","95.60","97.81","97.97","95.44","16.29M","-1.84%"
"02/22/2022","97.39","98.27","98.84","96.86","16.81M","-0.97%"
"02/18/2022","98.34","98.98","99.73","98.02","11.97M","-0.83%"
"02/17/2022","99.16","100.21","100.43","98.99","10.91M","-1.83%"
"02/16/2022","101.01","100.21","101.36","99.96","8.08M","0.53%"
"02/15/2022","100.48","99.97","100.91","99.91","10.32M","1.51%"
"02/14/2022","98.99","99.50","99.78","98.20","15.30M","-0.37%"
"02/11/2022","99.36","100.93","101.40","98.87","18.73M","-1.53%"
"02/10/2022","100.90","101.37","102.76","100.38","15.30M","-1.64%"
"02/09/2022","102.58","102.04","102.72","102.01","13.17M","1.37%"
"02/08/2022","101.19","100.45","101.39","100.05","10.38M","1.00%"
"02/07/2022","100.19","100.37","100.97","99.84","10.13M","0.08%"
"02/04/2022","100.11","100.64","101.10","99.28","16.03M","-1.08%"
"02/03/2022","101.20","102.14","102.62","101.06","13.80M","-1.59%"
"02/02/2022","102.84","102.00","103.05","101.58","14.18M","0.70%"
"02/01/2022","102.13","101.37","102.46","100.76","16.32M","1.38%"
"01/31/2022","100.74","99.03","100.85","98.80","12.18M","1.04%"
"01/28/2022","99.70","98.59","99.71","96.94","22.97M","0.70%"
"01/27/2022","99.01","100.73","101.56","98.36","22.98M","-0.89%"
"01/26/2022","99.90","101.36","102.49","98.88","27.58M","-0.87%"
"01/25/2022","100.78","100.01","101.62","98.36","28.00M","-0.98%"
"01/24/2022","101.78","99.51","101.93","98.05","37.26M","0.57%"
"01/21/2022","101.20","102.15","102.92","100.80","33.33M","-0.92%"
"01/20/2022","102.14","103.66","104.72","102.00","16.69M","-1.28%"
"01/19/2022","103.46","104.91","105.05","103.38","13.36M","-1.12%"
"01/18/2022","104.63","104.86","105.07","104.03","13.87M","-1.15%"
"01/14/2022","105.85","105.52","105.94","104.78","14.76M","-0.60%"
"01/13/2022","106.49","106.55","107.44","106.11","10.99M","0.22%"
"01/12/2022","106.26","106.37","106.80","105.92","9.89M","0.32%"
"01/11/2022","105.92","105.40","106.04","104.26","11.97M","0.60%"
"01/10/2022","105.29","106.23","106.32","104.47","15.56M","-1.13%"
"01/07/2022","106.49","106.55","107.20","106.45","11.61M","-0.03%"
"01/06/2022","106.52","106.40","106.90","105.98","10.35M","0.46%"
"01/05/2022","106.03","107.33","107.88","105.99","15.55M","-0.95%"
"01/04/2022","107.05","105.62","107.25","105.50","14.23M","2.01%"
"01/03/2022","104.94","106.03","106.26","104.39","9.78M","-0.82%"
"12/31/2021","105.81","105.18","106.23","105.06","7.73M","0.43%"
"12/30/2021","105.36","105.85","106.37","105.28","6.19M","-0.36%"
"12/29/2021","105.74","105.39","105.97","105.26","5.91M","0.18%"
"12/28/2021","105.55","104.92","105.82","104.86","5.35M","0.50%"
"12/27/2021","105.02","104.08","105.06","103.93","5.06M","1.06%"
"12/23/2021","103.92","103.08","104.26","103.06","7.05M","1.18%"
"12/22/2021","102.71","102.37","102.89","102.20","8.30M","0.28%"
"12/21/2021","102.42","101.17","102.63","101.13","10.16M","1.99%"
"12/20/2021","100.42","100.81","100.83","99.56","17.93M","-1.97%"
"12/17/2021","102.44","104.20","104.32","102.41","19.38M","-1.71%"
"12/16/2021","104.22","104.84","105.29","103.85","11.84M","0.05%"
"12/15/2021","104.17","103.55","104.31","102.86","16.80M","0.87%"
"12/14/2021","103.27","103.70","104.71","102.86","13.17M","-0.95%"
"12/13/2021","104.26","105.11","105.31","104.08","12.51M","-1.03%"
"12/10/2021","105.35","105.39","105.57","104.84","8.30M","0.41%"
"12/09/2021","104.92","104.83","105.46","104.56","7.28M","-0.31%"
"12/08/2021","105.25","105.04","105.44","104.72","10.26M","0.25%"
"12/07/2021","104.99","104.72","105.86","104.68","10.56M","1.02%"
"12/06/2021","103.93","103.22","104.57","103.05","14.02M","1.69%"
"12/03/2021","102.20","102.52","102.78","101.17","19.58M","-0.12%"
"12/02/2021","102.32","100.15","102.67","99.81","21.92M","2.97%"
"12/01/2021","99.37","102.30","102.70","99.33","19.78M","-1.39%"
"11/30/2021","100.77","102.58","102.92","100.69","21.06M","-2.53%"
"11/29/2021","103.39","104.25","104.25","102.85","11.69M","0.17%"
"11/26/2021","103.21","103.35","103.78","102.48","14.69M","-2.71%"
"11/24/2021","106.08","105.85","106.30","105.71","10.76M","-0.11%"
"11/23/2021","106.20","106.14","106.56","105.66","14.09M","0.17%"
"11/22/2021","106.02","106.05","107.01","105.82","11.91M","0.27%"
"11/19/2021","105.73","106.21","106.29","105.58","8.94M","-0.50%"
"11/18/2021","106.26","106.83","106.83","105.71","9.81M","-0.21%"
"11/17/2021","106.48","107.14","107.28","106.11","8.16M","-0.60%"
"11/16/2021","107.12","107.17","107.64","107.02","6.62M","0.02%"
"11/15/2021","107.10","107.34","107.45","106.87","7.67M","0.19%"
"11/12/2021","106.90","106.36","107.08","106.02","7.93M","0.79%"
"11/11/2021","106.06","106.71","106.71","105.95","5.92M","-0.41%"
"11/10/2021","106.50","106.94","107.28","106.21","10.33M","-0.56%"
"11/09/2021","107.10","107.03","107.33","106.51","10.64M","0.25%"
"11/08/2021","106.83","107.30","107.57","106.42","8.93M","0.41%"
"11/05/2021","106.39","106.54","107.05","106.04","12.91M","1.02%"
"11/04/2021","105.32","105.17","105.69","105.12","10.20M","0.40%"
"11/03/2021","104.90","104.67","104.97","104.01","11.57M","-0.22%"
"11/02/2021","105.13","104.89","105.22","104.63","8.83M","0.33%"
"11/01/2021","104.78","104.74","104.98","104.27","10.78M","0.28%"
"10/29/2021","104.49","104.27","104.87","104.07","6.83M","0.03%"
"10/28/2021","104.46","103.34","104.52","103.34","9.26M","1.25%"
"10/27/2021","103.17","104.54","104.65","103.15","9.02M","-1.17%"
"10/26/2021","104.39","104.91","105.37","104.39","12.31M","-0.62%"
"10/25/2021","105.04","104.80","105.44","104.30","8.09M","0.23%"
"10/22/2021","104.80","104.64","105.18","104.48","9.83M","0.35%"
"10/21/2021","104.43","104.03","104.47","103.75","7.82M","0.20%"
"10/20/2021","104.22","103.60","104.32","103.36","9.26M","0.63%"
"10/19/2021","103.57","103.42","103.60","102.86","6.91M","0.59%"
"10/18/2021","102.96","102.26","103.07","101.90","6.78M","0.07%"
"10/15/2021","102.89","102.61","103.33","102.47","11.78M","0.96%"
"10/14/2021","101.91","100.79","101.93","100.62","9.75M","1.89%"
"10/13/2021","100.02","99.99","100.44","98.93","12.42M","0.21%"
"10/12/2021","99.81","100.23","100.61","99.61","10.05M","-0.33%"
"10/11/2021","100.14","100.80","101.45","100.13","9.98M","-0.80%"
"10/08/2021","100.95","100.86","101.20","100.52","8.57M","-0.01%"
"10/07/2021","100.96","101.02","101.69","100.87","9.67M","0.78%"
"10/06/2021","100.18","98.70","100.21","98.21","14.70M","0.44%"
"10/05/2021","99.74","98.82","100.25","98.39","12.99M","1.12%"
"10/04/2021","98.64","99.00","99.64","98.03","20.18M","-0.54%"
"10/01/2021","99.18","98.46","99.71","97.48","17.05M","1.37%"
"09/30/2021","97.84","100.23","100.28","97.77","24.62M","-2.05%"
"09/29/2021","99.89","100.22","100.41","99.75","12.15M","0.11%"
"09/28/2021","99.78","100.69","100.93","99.55","17.06M","-1.16%"
"09/27/2021","100.95","101.01","101.84","100.89","9.34M","0.10%"
"09/24/2021","100.85","100.38","101.13","100.31","8.25M","0.21%"
"09/23/2021","100.64","99.61","101.19","99.57","11.44M","1.53%"
"09/22/2021","99.12","98.65","99.77","98.65","13.08M","0.79%"
"09/21/2021","98.34","99.38","99.38","97.91","14.35M","-0.53%"
"09/20/2021","98.86","98.43","99.05","97.78","21.45M","-1.47%"
"09/17/2021","100.33","101.06","101.30","100.18","16.25M","-1.06%"
"09/16/2021","101.41","102.18","102.35","101.25","10.52M","-0.69%"
"09/15/2021","102.11","101.06","102.36","100.84","9.18M","1.10%"
"09/14/2021","101.00","102.56","102.56","100.77","11.49M","-1.20%"
"09/13/2021","102.23","102.72","102.99","101.46","12.45M","0.26%"
"09/10/2021","101.96","102.91","103.12","101.92","9.55M","-0.45%"
"09/09/2021","102.42","102.73","103.48","102.17","9.41M","-0.49%"
"09/08/2021","102.92","102.57","103.11","102.15","13.56M","0.14%"
"09/07/2021","102.78","104.24","104.26","102.72","17.85M","-1.73%"
"09/03/2021","104.59","104.94","105.14","104.52","9.86M","-0.61%"
"09/02/2021","105.23","104.55","105.23","104.54","9.63M","1.08%"
"09/01/2021","104.11","104.70","104.70","103.74","13.12M","-0.38%"
"08/31/2021","104.51","104.73","104.95","104.28","9.62M","-0.28%"
"08/30/2021","104.80","105.14","105.28","104.55","6.53M","-0.11%"
"08/27/2021","104.92","104.55","105.21","104.32","10.48M","0.69%"
"08/26/2021","104.20","104.59","104.60","103.99","9.95M","-0.44%"
"08/25/2021","104.66","104.08","104.99","103.77","9.40M","0.64%"
"08/24/2021","103.99","103.67","104.43","103.67","7.59M","0.50%"
"08/23/2021","103.47","103.15","103.91","103.08","8.47M","0.82%"
"08/20/2021","102.63","102.41","102.94","102.14","11.75M","0.26%"
"08/19/2021","102.36","102.25","103.06","101.78","17.53M","-0.70%"
"08/18/2021","103.08","103.77","104.39","103.05","11.96M","-1.09%"
"08/17/2021","104.22","104.74","104.77","103.23","15.57M","-1.08%"
"08/16/2021","105.36","104.65","105.36","104.01","10.23M","0.34%"
"08/13/2021","105.00","105.34","105.50","104.86","8.91M","-0.31%"
"08/12/2021","105.33","105.49","105.72","104.78","9.27M","-0.19%"
"08/11/2021","105.53","104.48","105.54","104.01","12.82M","1.30%"
"08/10/2021","104.18","103.35","104.47","103.20","12.73M","1.02%"
"08/09/2021","103.13","103.11","103.38","102.66","7.47M","-0.40%"
"08/08/2021","103.54","103.54","103.54","103.54","","0.00%"
"08/07/2021","103.54","103.54","103.54","103.54","","0.00%"
"08/06/2021","103.54","103.50","103.96","103.35","8.68M","0.47%"
"08/05/2021","103.06","102.99","103.40","102.68","12.56M","0.47%"
"08/04/2021","102.58","103.26","103.80","102.57","16.18M","-1.36%"
"08/03/2021","103.99","102.86","104.03","101.98","14.81M","1.31%"
"08/02/2021","102.65","103.77","104.62","102.56","15.93M","-0.69%"
"07/30/2021","103.36","103.04","103.58","102.86","12.82M","-0.19%"
"07/29/2021","103.56","103.53","103.85","102.98","9.77M","0.79%"
"07/28/2021","102.75","103.33","103.55","102.21","12.00M","-0.23%"
"07/27/2021","102.99","102.87","103.54","102.42","12.40M","-0.55%"
"07/26/2021","103.56","103.45","103.90","102.90","7.49M","-0.05%"
"07/23/2021","103.61","103.54","103.81","103.10","8.06M","0.43%"
"07/22/2021","103.17","103.74","103.75","103.01","6.32M","-0.37%"
"07/21/2021","103.55","102.94","103.90","102.90","14.45M","0.96%"
"07/20/2021","102.57","100.08","102.69","99.94","20.94M","2.80%"
"07/19/2021","99.78","100.28","100.49","98.77","23.79M","-2.09%"
"07/16/2021","101.91","103.18","103.18","101.79","17.31M","-0.89%"
"07/15/2021","102.82","102.07","103.24","102.05","11.07M","0.19%"
"07/14/2021","102.62","102.90","103.27","102.26","10.14M","-0.01%"
"07/13/2021","102.63","103.38","103.50","102.59","14.88M","-0.96%"
"07/12/2021","103.63","103.01","103.74","102.61","10.85M","0.14%"
"07/09/2021","103.49","102.97","103.65","102.87","13.34M","1.58%"
"07/08/2021","101.88","101.68","102.53","101.05","17.42M","-1.39%"
"07/07/2021","103.32","102.08","103.47","102.07","14.97M","1.00%"
"07/06/2021","102.30","103.29","103.29","101.20","11.56M","-0.96%"
"07/05/2021","103.29","103.29","103.29","103.29","","0.00%"
"07/04/2021","103.29","103.29","103.29","103.29","","0.00%"
"07/03/2021","103.29","103.29","103.29","103.29","","0.00%"
"07/02/2021","103.29","103.15","103.46","102.70","9.91M","0.16%"
"07/01/2021","103.13","102.98","103.16","102.59","13.86M","0.71%"
"06/30/2021","102.40","101.56","102.59","101.51","13.68M","0.78%"
"06/29/2021","101.61","102.14","102.57","101.51","11.13M","-0.20%"
"06/28/2021","101.81","102.37","102.37","101.36","12.00M","-0.53%"
"06/25/2021","102.35","102.23","102.72","102.07","13.04M","0.20%"
"06/24/2021","102.15","101.98","102.31","101.42","11.69M","0.78%"
"06/23/2021","101.36","101.78","102.06","101.34","9.14M","-0.23%"
"06/22/2021","101.59","101.44","101.96","100.90","10.65M","0.11%"
"06/21/2021","101.48","100.10","101.61","100.01","15.50M","1.88%"
"06/18/2021","99.61","99.70","100.46","99.50","21.55M","-1.30%"
"06/17/2021","100.92","102.44","102.70","99.97","20.84M","-1.54%"
"06/16/2021","102.50","103.38","103.50","102.18","13.98M","-0.95%"
"06/15/2021","103.48","103.19","103.70","102.77","8.95M","0.43%"
"06/14/2021","103.04","103.41","103.55","102.47","11.31M","-0.45%"
"06/11/2021","103.51","103.70","104.02","102.97","10.11M","0.20%"
"06/10/2021","103.30","104.48","104.68","103.25","10.65M","-0.49%"
