"Date","Price","Open","High","Low","Vol.","Change %"
"02/09/2024","17,962.40","17,820.98","17,987.90","17,798.81","256.35M","1.01%"
"02/08/2024","17,783.17","17,757.60","17,814.12","17,728.55","233.85M","0.16%"
"02/07/2024","17,755.07","17,674.59","17,784.17","17,637.73","258.24M","1.04%"
"02/06/2024","17,572.73","17,664.44","17,680.62","17,475.43","238.77M","-0.23%"
"02/05/2024","17,613.04","17,634.69","17,655.77","17,469.62","252.95M","-0.17%"
"02/02/2024","17,642.73","17,415.94","17,682.29","17,378.37","316.28M","1.72%"
"02/01/2024","17,344.71","17,216.99","17,356.76","17,175.83","250.82M","1.21%"
"01/31/2024","17,137.24","17,269.97","17,375.32","17,128.74","367.66M","-1.94%"
"01/30/2024","17,476.71","17,556.49","17,578.46","17,443.77","245.22M","-0.68%"
"01/29/2024","17,596.27","17,438.03","17,603.95","17,414.62","239.92M","1.01%"
"01/26/2024","17,421.01","17,432.87","17,514.76","17,395.54","253.48M","-0.55%"
"01/25/2024","17,516.99","17,589.27","17,631.34","17,430.38","292.67M","0.10%"
"01/24/2024","17,499.30","17,562.32","17,665.26","17,481.97","262.44M","0.55%"
"01/23/2024","17,404.21","17,346.95","17,410.86","17,286.02","201.69M","0.43%"
"01/22/2024","17,330.38","17,403.62","17,450.30","17,309.87","257.99M","0.09%"
"01/19/2024","17,314.01","17,060.14","17,317.21","17,041.85","327.84M","1.95%"
"01/18/2024","16,982.29","16,894.33","16,996.98","16,818.13","264.84M","1.47%"
"01/17/2024","16,736.28","16,705.51","16,749.11","16,561.49","217.88M","-0.56%"
"01/16/2024","16,830.71","16,775.10","16,895.33","16,726.59","248.19M","-0.01%"
"01/12/2024","16,832.92","16,855.00","16,900.37","16,776.92","189.92M","0.07%"
"01/11/2024","16,820.90","16,852.19","16,898.16","16,618.86","220.32M","0.17%"
"01/10/2024","16,793.04","16,702.55","16,827.37","16,654.74","210.06M","0.69%"
"01/09/2024","16,678.70","16,531.96","16,710.88","16,513.73","224.71M","0.17%"
"01/08/2024","16,649.87","16,354.22","16,655.23","16,349.39","274.36M","2.11%"
"01/05/2024","16,305.98","16,281.74","16,415.39","16,249.19","222.09M","0.15%"
"01/04/2024","16,282.01","16,290.78","16,419.44","16,276.43","251.45M","-0.53%"
"01/03/2024","16,368.49","16,413.26","16,471.08","16,352.14","239.68M","-1.06%"
"01/02/2024","16,543.94","16,667.30","16,686.60","16,453.15","271.22M","-1.68%"
"12/29/2023","16,825.93","16,902.45","16,919.51","16,757.88","196.79M","-0.43%"
"12/28/2023","16,898.47","16,963.52","16,969.17","16,891.32","150.33M","-0.05%"
"12/27/2023","16,906.80","16,896.14","16,922.01","16,859.55","183.17M","0.17%"
"12/26/2023","16,878.46","16,816.78","16,907.51","16,813.56","146.87M","0.60%"
"12/22/2023","16,777.40","16,799.02","16,839.25","16,703.57","170.89M","0.12%"
"12/21/2023","16,757.41","16,719.61","16,768.02","16,621.52","217.45M","1.23%"
"12/20/2023","16,554.16","16,763.64","16,860.68","16,552.06","276.40M","-1.53%"
"12/19/2023","16,811.86","16,734.25","16,813.01","16,733.38","229.14M","0.49%"
"12/18/2023","16,729.80","16,631.11","16,764.31","16,629.29","249.90M","0.64%"
"12/15/2023","16,623.45","16,587.00","16,669.77","16,557.01","983.69M","0.52%"
"12/14/2023","16,537.83","16,603.54","16,660.71","16,419.26","393.17M","-0.15%"
"12/13/2023","16,562.37","16,392.18","16,581.04","16,357.21","265.47M","1.27%"
"12/12/2023","16,354.25","16,209.61","16,354.25","16,175.46","251.46M","0.82%"
"12/11/2023","16,221.74","16,069.62","16,232.25","16,061.87","303.78M","0.85%"
"12/08/2023","16,084.69","15,952.85","16,100.86","15,937.58","245.49M","0.39%"
"12/07/2023","16,022.49","15,888.23","16,042.51","15,875.48","262.70M","1.48%"
"12/06/2023","15,788.05","15,990.20","15,990.94","15,776.95","232.39M","-0.56%"
"12/05/2023","15,877.71","15,763.66","15,931.84","15,760.59","231.01M","0.24%"
"12/04/2023","15,839.67","15,837.12","15,852.45","15,695.58","255.86M","-0.99%"
"12/01/2023","15,997.58","15,892.59","16,013.75","15,834.93","247.68M","0.31%"
"11/30/2023","15,947.87","15,987.66","16,013.48","15,825.67","445.57M","-0.25%"
"11/29/2023","15,987.60","16,111.36","16,166.51","15,976.69","231.25M","-0.14%"
"11/28/2023","16,010.43","15,940.29","16,031.51","15,921.07","239.30M","0.30%"
"11/27/2023","15,961.98","15,969.72","16,045.30","15,932.19","216.16M","-0.13%"
"11/24/2023","15,982.01","15,974.85","16,007.43","15,940.62","103.12M","-0.12%"
"11/22/2023","16,001.39","16,025.74","16,119.31","15,964.04","203.06M","0.43%"
"11/21/2023","15,933.62","15,951.55","15,968.09","15,866.82","213.24M","-0.58%"
"11/20/2023","16,027.06","15,845.20","16,056.76","15,844.83","247.96M","1.19%"
"11/17/2023","15,837.99","15,803.98","15,876.87","15,766.95","259.85M","0.03%"
"11/16/2023","15,833.17","15,765.20","15,842.63","15,738.22","275.32M","0.10%"
"11/15/2023","15,817.18","15,881.72","15,904.63","15,765.30","274.37M","0.03%"
"11/14/2023","15,812.47","15,744.36","15,850.34","15,726.12","290.64M","2.13%"
"11/13/2023","15,482.79","15,469.21","15,524.66","15,404.71","197.95M","-0.30%"
"11/10/2023","15,529.12","15,252.36","15,535.20","15,237.17","279.09M","2.25%"
"11/09/2023","15,187.90","15,351.12","15,382.11","15,171.32","265.09M","-0.82%"
"11/08/2023","15,313.24","15,313.90","15,343.19","15,220.88","241.61M","0.11%"
"11/07/2023","15,296.02","15,201.77","15,335.44","15,153.31","233.75M","0.93%"
"11/06/2023","15,154.93","15,137.17","15,180.19","15,064.91","218.35M","0.37%"
"11/03/2023","15,099.49","14,985.12","15,149.78","14,965.29","270.24M","1.21%"
"11/02/2023","14,919.54","14,856.95","14,930.76","14,792.81","299.94M","1.74%"
"11/01/2023","14,664.91","14,453.68","14,677.86","14,441.89","300.92M","1.77%"
"10/31/2023","14,409.78","14,340.86","14,420.44","14,232.40","254.05M","0.52%"
"10/30/2023","14,335.51","14,283.98","14,388.20","14,225.86","234.34M","1.09%"
"10/27/2023","14,180.42","14,245.75","14,321.04","14,130.37","275.21M","0.50%"
"10/26/2023","14,109.57","14,314.01","14,372.51","14,058.33","306.70M","-1.89%"
"10/25/2023","14,381.64","14,642.08","14,643.69","14,362.24","301.30M","-2.47%"
"10/24/2023","14,745.86","14,678.41","14,774.16","14,610.33","230.98M","0.97%"
"10/23/2023","14,604.85","14,514.11","14,746.37","14,419.06","224.76M","0.30%"
"10/20/2023","14,560.88","14,752.58","14,781.22","14,552.12","296.18M","-1.50%"
"10/19/2023","14,783.13","14,981.13","15,023.91","14,749.30","269.42M","-0.85%"
"10/18/2023","14,909.26","15,022.28","15,103.87","14,865.81","229.74M","-1.41%"
"10/17/2023","15,122.01","15,009.26","15,187.06","14,932.77","240.51M","-0.33%"
"10/16/2023","15,172.73","15,054.48","15,209.50","15,047.27","222.84M","1.18%"
"10/13/2023","14,995.12","15,225.73","15,232.37","14,943.42","236.24M","-1.24%"
"10/12/2023","15,184.10","15,264.11","15,333.98","15,090.69","231.16M","-0.37%"
"10/11/2023","15,241.12","15,194.53","15,248.22","15,119.62","207.13M","0.72%"
"10/10/2023","15,131.52","15,074.04","15,241.94","15,050.54","215.72M","0.56%"
"10/09/2023","15,047.16","14,871.57","15,070.64","14,816.32","186.92M","0.49%"
"10/06/2023","14,973.24","14,622.23","15,021.38","14,575.95","260.09M","1.70%"
"10/05/2023","14,723.22","14,769.55","14,784.69","14,584.39","224.19M","-0.36%"
"10/04/2023","14,776.25","14,613.23","14,803.04","14,592.55","240.40M","1.45%"
"10/03/2023","14,565.62","14,744.05","14,819.87","14,504.14","238.10M","-1.83%"
"10/02/2023","14,837.57","14,717.90","14,892.18","14,701.52","213.04M","0.83%"
"09/29/2023","14,715.24","14,853.35","14,901.85","14,664.78","265.42M","0.08%"
"09/28/2023","14,702.77","14,530.96","14,787.58","14,510.17","227.68M","0.84%"
"09/27/2023","14,580.16","14,600.14","14,657.21","14,432.60","251.42M","0.24%"
"09/26/2023","14,545.83","14,668.45","14,678.48","14,505.68","243.96M","-1.51%"
"09/25/2023","14,768.89","14,662.69","14,771.12","14,615.45","185.04M","0.46%"
"09/22/2023","14,701.10","14,756.62","14,855.92","14,686.84","231.19M","0.05%"
"09/21/2023","14,694.24","14,813.49","14,849.25","14,691.69","282.01M","-1.84%"
"09/20/2023","14,969.92","15,225.34","15,245.19","14,967.60","213.40M","-1.46%"
"09/19/2023","15,191.23","15,152.53","15,219.92","15,069.42","211.68M","-0.22%"
"09/18/2023","15,225.37","15,161.17","15,268.96","15,155.46","216.61M","0.15%"
"09/15/2023","15,202.40","15,425.95","15,435.45","15,173.71","756.74M","-1.75%"
"09/14/2023","15,473.89","15,433.01","15,512.82","15,337.18","244.60M","0.82%"
"09/13/2023","15,348.53","15,293.27","15,414.61","15,256.60","223.95M","0.38%"
"09/12/2023","15,289.74","15,390.59","15,447.85","15,278.88","221.81M","-1.11%"
"09/11/2023","15,461.87","15,409.77","15,482.84","15,328.35","246.45M","1.19%"
"09/08/2023","15,280.23","15,265.57","15,374.22","15,244.06","217.06M","0.14%"
"09/07/2023","15,258.52","15,174.22","15,288.20","15,138.73","273.10M","-0.73%"
"09/06/2023","15,371.44","15,467.32","15,487.00","15,289.48","219.67M","-0.88%"
"09/05/2023","15,508.24","15,460.52","15,556.85","15,419.96","233.47M","0.11%"
"09/01/2023","15,490.86","15,600.95","15,618.85","15,429.36","231.61M","-0.07%"
"08/31/2023","15,501.07","15,475.43","15,575.01","15,466.41","310.70M","0.25%"
"08/30/2023","15,462.43","15,386.67","15,484.83","15,341.94","206.99M","0.56%"
"08/29/2023","15,376.55","15,043.02","15,391.56","15,034.54","249.54M","2.15%"
"08/28/2023","15,052.46","15,035.48","15,086.23","14,948.92","185.21M","0.74%"
"08/25/2023","14,941.83","14,858.93","15,001.29","14,715.36","248.10M","0.85%"
"08/24/2023","14,816.44","15,278.93","15,279.24","14,814.83","295.40M","-2.19%"
"08/23/2023","15,148.06","14,947.58","15,188.86","14,947.58","240.82M","1.60%"
"08/22/2023","14,908.96","15,035.07","15,037.79","14,883.98","199.27M","-0.19%"
"08/21/2023","14,936.69","14,762.01","14,958.87","14,739.37","238.09M","1.65%"
"08/18/2023","14,694.84","14,589.71","14,744.57","14,557.83","257.29M","-0.14%"
"08/17/2023","14,715.81","14,943.34","14,949.58","14,698.29","240.75M","-1.08%"
"08/16/2023","14,876.47","15,021.63","15,077.05","14,874.02","213.31M","-1.07%"
"08/15/2023","15,037.65","15,172.08","15,192.88","15,014.37","203.01M","-1.10%"
"08/14/2023","15,205.58","14,988.42","15,206.26","14,972.01","219.89M","1.18%"
"08/11/2023","15,028.07","15,010.52","15,102.53","14,973.67","198.88M","-0.67%"
"08/10/2023","15,128.84","15,217.29","15,366.29","15,072.49","205.51M","0.18%"
"08/09/2023","15,101.71","15,286.99","15,288.76","15,077.91","233.40M","-1.12%"
"08/08/2023","15,273.05","15,279.41","15,295.80","15,148.25","239.72M","-0.87%"
"08/07/2023","15,407.85","15,355.62","15,410.85","15,258.92","230.18M","0.87%"
"08/04/2023","15,274.92","15,420.74","15,523.31","15,258.69","285.54M","-0.51%"
"08/03/2023","15,353.54","15,287.77","15,436.59","15,270.72","246.16M","-0.11%"
"08/02/2023","15,370.74","15,561.15","15,561.36","15,321.44","305.95M","-2.21%"
"08/01/2023","15,718.01","15,696.98","15,748.43","15,636.57","211.40M","-0.25%"
"07/31/2023","15,757.00","15,774.30","15,803.55","15,702.74","254.54M","0.04%"
"07/28/2023","15,750.93","15,630.17","15,788.48","15,617.75","295.90M","1.85%"
"07/27/2023","15,464.93","15,734.03","15,795.51","15,416.05","291.79M","-0.22%"
"07/26/2023","15,499.26","15,514.04","15,571.16","15,411.91","263.28M","-0.40%"
"07/25/2023","15,561.42","15,483.06","15,622.69","15,482.04","234.86M","0.73%"
"07/24/2023","15,448.02","15,475.15","15,504.67","15,374.66","220.80M","0.14%"
"07/21/2023","15,425.67","15,554.96","15,600.54","15,410.57","799.03M","-0.26%"
"07/20/2023","15,466.09","15,717.67","15,771.84","15,429.87","334.20M","-2.28%"
"07/19/2023","15,826.35","15,888.16","15,932.05","15,781.96","268.74M","-0.09%"
"07/18/2023","15,841.35","15,671.72","15,895.68","15,607.71","258.65M","0.82%"
"07/17/2023","15,713.28","15,608.28","15,745.67","15,576.51","237.03M","0.95%"
"07/14/2023","15,565.60","15,610.00","15,720.05","15,531.00","256.39M","-0.04%"
"07/13/2023","15,571.98","15,432.48","15,602.74","15,420.71","242.48M","1.73%"
"07/12/2023","15,307.23","15,279.35","15,364.09","15,209.71","287.61M","1.24%"
"07/11/2023","15,119.06","15,068.13","15,135.29","14,974.16","234.91M","0.49%"
"07/10/2023","15,045.64","15,031.95","15,066.43","14,924.64","271.07M","0.06%"
"07/07/2023","15,036.85","15,070.50","15,210.63","15,032.56","240.00M","-0.35%"
"07/06/2023","15,089.45","15,054.10","15,106.45","14,969.14","242.50M","-0.75%"
"07/05/2023","15,203.78","15,165.36","15,275.18","15,162.66","223.47M","-0.03%"
"07/03/2023","15,208.69","15,190.54","15,232.96","15,153.60","150.55M","0.19%"
"06/30/2023","15,179.21","15,085.24","15,213.75","15,081.57","317.60M","1.60%"
"06/29/2023","14,939.95","14,965.55","14,986.89","14,876.94","226.21M","-0.16%"
"06/28/2023","14,964.58","14,876.25","15,051.08","14,865.81","247.52M","0.12%"
"06/27/2023","14,945.91","14,751.57","14,972.32","14,726.75","269.00M","1.75%"
"06/26/2023","14,689.02","14,866.66","14,982.82","14,687.02","266.06M","-1.36%"
"06/23/2023","14,891.48","14,879.23","14,983.73","14,821.81","420.63M","-1.00%"
"06/22/2023","15,042.32","14,797.89","15,044.22","14,794.95","234.61M","1.18%"
"06/21/2023","14,867.45","15,019.01","15,038.90","14,826.02","308.96M","-1.35%"
"06/20/2023","15,070.15","15,036.48","15,127.42","14,946.72","291.16M","-0.09%"
"06/16/2023","15,083.92","15,272.65","15,284.65","15,073.45","771.26M","-0.67%"
"06/15/2023","15,185.48","14,949.70","15,246.62","14,930.12","321.05M","1.20%"
"06/14/2023","15,005.69","14,894.10","15,017.10","14,784.62","308.98M","0.70%"
"06/13/2023","14,900.85","14,911.26","14,931.83","14,770.13","275.48M","0.79%"
"06/12/2023","14,784.30","14,617.35","14,789.60","14,571.36","283.89M","1.76%"
"06/09/2023","14,528.36","14,574.24","14,672.85","14,487.48","258.23M","0.30%"
"06/08/2023","14,484.54","14,319.24","14,503.31","14,314.70","254.49M","1.27%"
"06/07/2023","14,303.29","14,573.27","14,647.91","14,283.88","334.57M","-1.75%"
"06/06/2023","14,558.09","14,526.10","14,593.50","14,476.99","249.04M","0.01%"
"06/05/2023","14,556.50","14,550.13","14,662.95","14,516.88","254.09M","0.07%"
"06/02/2023","14,546.64","14,517.08","14,595.81","14,442.15","273.86M","0.73%"
"06/01/2023","14,441.51","14,269.09","14,493.31","14,219.94","314.66M","1.31%"
"05/31/2023","14,254.09","14,293.56","14,375.38","14,216.16","615.28M","-0.70%"
"05/30/2023","14,354.99","14,465.59","14,520.17","14,301.08","307.60M","0.40%"
"05/26/2023","14,298.41","13,990.55","14,329.49","13,982.16","353.94M","2.58%"
"05/25/2023","13,938.53","13,920.89","13,986.87","13,812.18","343.01M","2.46%"
"05/24/2023","13,604.48","13,589.02","13,655.73","13,520.92","239.37M","-0.50%"
"05/23/2023","13,672.54","13,773.68","13,827.10","13,662.91","241.74M","-1.28%"
"05/22/2023","13,849.74","13,805.33","13,893.71","13,792.97","227.41M","0.34%"
"05/19/2023","13,803.49","13,842.69","13,874.42","13,763.90","266.50M","-0.22%"
"05/18/2023","13,834.62","13,608.95","13,844.76","13,606.80","276.88M","1.81%"
"05/17/2023","13,589.26","13,474.52","13,608.33","13,419.35","254.55M","1.22%"
"05/16/2023","13,426.01","13,385.37","13,498.44","13,384.78","209.97M","0.09%"
"05/15/2023","13,413.51","13,352.26","13,419.81","13,297.85","200.43M","0.55%"
"05/12/2023","13,340.17","13,407.02","13,427.42","13,256.56","223.44M","-0.37%"
"05/11/2023","13,389.78","13,376.86","13,411.70","13,306.08","245.64M","0.31%"
"05/10/2023","13,347.83","13,308.42","13,384.42","13,204.79","286.10M","1.11%"
"05/09/2023","13,201.11","13,228.64","13,254.81","13,193.88","232.39M","-0.68%"
"05/08/2023","13,291.64","13,247.09","13,302.43","13,193.08","211.96M","0.25%"
"05/05/2023","13,259.13","13,070.70","13,291.11","13,059.91","265.00M","2.13%"
"05/04/2023","12,982.48","13,014.08","13,064.02","12,938.45","245.78M","-0.37%"
"05/03/2023","13,030.21","13,123.10","13,231.71","13,026.04","257.60M","-0.64%"
"05/02/2023","13,113.66","13,225.48","13,241.53","13,046.79","249.11M","-0.89%"
"05/01/2023","13,231.47","13,229.12","13,287.47","13,186.40","211.62M","-0.11%"
"04/28/2023","13,245.99","13,139.35","13,247.39","13,096.93","300.70M","0.65%"
"04/27/2023","13,160.03","12,963.21","13,175.62","12,938.50","319.31M","2.76%"
"04/26/2023","12,806.49","12,866.64","12,929.62","12,783.42","292.22M","0.64%"
"04/25/2023","12,725.11","12,905.09","12,933.28","12,724.24","261.53M","-1.89%"
"04/24/2023","12,969.76","12,981.71","13,044.22","12,883.77","199.01M","-0.24%"
"04/21/2023","13,000.77","12,970.32","13,030.85","12,899.64","236.55M","0.11%"
"04/20/2023","12,985.98","12,962.29","13,107.92","12,933.80","261.52M","-0.78%"
"04/19/2023","13,088.71","12,992.51","13,128.25","12,988.20","196.77M","-0.02%"
"04/18/2023","13,091.79","13,180.31","13,196.18","13,044.21","198.42M","0.03%"
"04/17/2023","13,087.71","13,053.26","13,105.68","12,981.26","200.78M","0.06%"
"04/14/2023","13,079.52","13,044.69","13,152.29","12,962.51","207.40M","-0.23%"
"04/13/2023","13,109.39","12,922.90","13,124.41","12,920.02","230.79M","2.03%"
"04/12/2023","12,848.35","13,043.97","13,071.98","12,833.31","236.48M","-0.89%"
"04/11/2023","12,964.16","13,040.49","13,049.56","12,947.66","206.13M","-0.67%"
"04/10/2023","13,051.23","12,936.52","13,051.85","12,861.52","197.34M","-0.09%"
"04/06/2023","13,062.60","12,892.90","13,078.10","12,846.03","229.52M","0.74%"
"04/05/2023","12,967.20","13,056.79","13,065.28","12,894.44","247.24M","-1.01%"
"04/04/2023","13,100.08","13,148.35","13,204.08","13,049.98","227.66M","-0.37%"
"04/03/2023","13,148.35","13,084.10","13,157.47","13,036.55","247.21M","-0.25%"
"03/31/2023","13,181.35","12,968.96","13,188.83","12,968.00","317.69M","1.68%"
"03/30/2023","12,963.14","12,934.99","12,987.97","12,894.14","222.67M","0.91%"
"03/29/2023","12,846.03","12,768.14","12,867.32","12,734.68","269.55M","1.87%"
"03/28/2023","12,610.57","12,654.91","12,654.91","12,517.87","203.48M","-0.49%"
"03/27/2023","12,673.07","12,797.89","12,839.42","12,647.94","224.95M","-0.74%"
"03/24/2023","12,767.05","12,700.51","12,770.28","12,608.15","260.67M","0.30%"
"03/23/2023","12,729.23","12,735.60","12,900.10","12,611.67","297.18M","1.29%"
"03/22/2023","12,567.15","12,742.41","12,943.62","12,563.78","279.13M","-1.37%"
"03/21/2023","12,741.44","12,643.35","12,762.45","12,582.76","302.52M","1.42%"
"03/20/2023","12,562.61","12,487.79","12,578.35","12,407.82","291.23M","0.34%"
"03/17/2023","12,519.88","12,570.16","12,674.34","12,444.08","715.66M","-0.49%"
"03/16/2023","12,581.39","12,211.87","12,595.69","12,190.65","344.26M","2.69%"
"03/15/2023","12,251.32","12,083.24","12,269.45","12,026.18","343.36M","0.42%"
"03/14/2023","12,199.79","12,078.46","12,217.87","12,035.22","324.30M","2.32%"
"03/13/2023","11,923.17","11,752.10","12,073.96","11,695.41","351.06M","0.79%"
"03/10/2023","11,830.28","12,001.70","12,069.62","11,789.86","308.68M","-1.38%"
"03/09/2023","11,995.88","12,230.84","12,340.45","11,970.34","275.90M","-1.80%"
"03/08/2023","12,215.33","12,181.06","12,237.72","12,102.28","234.18M","0.52%"
"03/07/2023","12,152.17","12,303.19","12,344.04","12,130.01","259.81M","-1.22%"
"03/06/2023","12,302.48","12,344.65","12,466.88","12,297.57","239.56M","0.10%"
"03/03/2023","12,290.81","12,110.71","12,300.46","12,095.24","279.00M","2.04%"
"03/02/2023","12,044.87","11,830.09","12,074.59","11,830.09","245.37M","0.89%"
"03/01/2023","11,938.57","12,026.72","12,054.48","11,906.58","248.48M","-0.86%"
"02/28/2023","12,042.12","12,041.75","12,146.52","12,021.32","316.62M","-0.13%"
"02/27/2023","12,057.79","12,106.79","12,159.64","12,034.61","225.91M","0.74%"
"02/24/2023","11,969.65","11,979.80","12,018.32","11,900.84","263.45M","-1.73%"
"02/23/2023","12,180.14","12,224.44","12,227.40","12,003.31","284.88M","0.94%"
"02/22/2023","12,066.27","12,085.67","12,156.21","12,006.04","265.18M","0.05%"
"02/21/2023","12,060.30","12,205.21","12,257.06","12,058.23","291.79M","-2.41%"
"02/17/2023","12,358.18","12,352.30","12,385.52","12,233.79","265.45M","-0.68%"
"02/16/2023","12,442.48","12,495.07","12,653.40","12,440.00","294.55M","-1.93%"
"02/15/2023","12,687.89","12,531.60","12,689.34","12,486.42","248.82M","0.77%"
"02/14/2023","12,590.89","12,413.10","12,627.40","12,356.32","274.38M","0.71%"
"02/13/2023","12,502.31","12,356.50","12,522.78","12,313.45","256.04M","1.60%"
"02/10/2023","12,304.92","12,306.59","12,375.72","12,204.21","266.99M","-0.62%"
"02/09/2023","12,381.17","12,677.54","12,679.54","12,327.44","310.65M","-0.91%"
"02/08/2023","12,495.38","12,680.03","12,709.45","12,471.12","306.97M","-1.83%"
"02/07/2023","12,728.27","12,474.95","12,771.58","12,419.71","319.73M","2.12%"
"02/06/2023","12,464.51","12,468.80","12,558.88","12,411.88","252.29M","-0.87%"
"02/03/2023","12,573.36","12,520.95","12,828.71","12,520.95","343.68M","-1.79%"
"02/02/2023","12,803.14","12,655.18","12,880.98","12,600.76","406.80M","3.56%"
"02/01/2023","12,363.10","12,087.92","12,458.88","12,010.74","349.60M","2.16%"
"01/31/2023","12,101.93","11,915.95","12,104.13","11,915.95","316.87M","1.59%"
"01/30/2023","11,912.39","12,047.16","12,087.68","11,906.11","278.71M","-2.09%"
"01/27/2023","12,166.60","12,000.21","12,248.15","11,999.87","344.54M","0.96%"
"01/26/2023","12,051.48","11,972.57","12,055.81","11,853.37","270.10M","2.00%"
"01/25/2023","11,814.69","11,636.01","11,841.81","11,550.07","257.78M","-0.27%"
"01/24/2023","11,846.64","11,802.95","11,889.37","11,780.07","218.61M","-0.22%"
"01/23/2023","11,872.54","11,652.00","11,918.86","11,617.83","289.73M","2.18%"
"01/20/2023","11,619.03","11,363.85","11,623.20","11,329.54","343.98M","2.86%"
"01/19/2023","11,295.67","11,345.18","11,388.46","11,251.94","260.02M","-1.00%"
"01/18/2023","11,410.29","11,636.61","11,690.27","11,403.32","270.51M","-1.27%"
"01/17/2023","11,557.19","11,531.54","11,615.95","11,484.02","262.00M","0.14%"
"01/13/2023","11,541.48","11,362.13","11,547.96","11,347.60","229.40M","0.71%"
"01/12/2023","11,459.61","11,441.46","11,500.86","11,246.02","264.98M","0.50%"
"01/11/2023","11,402.53","11,259.16","11,403.89","11,220.75","279.25M","1.76%"
"01/10/2023","11,205.78","11,069.05","11,207.56","11,050.68","231.65M","0.88%"
"01/09/2023","11,108.45","11,133.07","11,304.84","11,085.33","274.10M","0.62%"
"01/06/2023","11,040.35","10,807.46","11,082.59","10,696.42","315.74M","2.78%"
"01/05/2023","10,741.22","10,837.25","10,842.33","10,728.26","279.98M","-1.59%"
"01/04/2023","10,914.80","10,949.34","10,981.46","10,785.53","292.08M","0.48%"
"01/03/2023","10,862.64","11,038.42","11,093.10","10,770.93","294.37M","-0.70%"
"12/30/2022","10,939.76","10,835.59","10,942.90","10,778.64","224.60M","-0.10%"
"12/29/2022","10,951.05","10,800.80","10,981.06","10,776.62","229.87M","2.54%"
"12/28/2022","10,679.34","10,807.12","10,898.63","10,671.19","211.42M","-1.32%"
"12/27/2022","10,822.51","10,944.30","10,957.44","10,807.61","220.91M","-1.48%"
"12/23/2022","10,985.45","10,911.04","11,007.09","10,830.90","191.78M","0.27%"
"12/22/2022","10,956.14","11,099.36","11,114.23","10,784.01","305.75M","-2.49%"
"12/21/2022","11,235.88","11,110.64","11,285.78","11,083.36","238.18M","1.48%"
"12/20/2022","11,072.42","11,023.47","11,143.62","10,967.07","264.63M","-0.11%"
"12/19/2022","11,084.59","11,243.00","11,251.57","11,029.77","286.39M","-1.42%"
"12/16/2022","11,243.72","11,313.64","11,383.39","11,175.54","861.67M","-0.89%"
"12/15/2022","11,345.22","11,573.38","11,591.33","11,300.35","325.71M","-3.37%"
"12/14/2022","11,740.92","11,824.54","11,941.28","11,617.41","296.00M","-0.79%"
"12/13/2022","11,834.21","12,141.24","12,166.41","11,724.91","349.65M","1.09%"
"12/12/2022","11,706.44","11,572.26","11,707.71","11,529.41","245.83M","1.24%"
"12/09/2022","11,563.33","11,594.38","11,707.08","11,550.31","243.90M","-0.64%"
"12/08/2022","11,637.50","11,543.68","11,672.14","11,470.68","238.47M","1.22%"
"12/07/2022","11,497.39","11,490.99","11,577.69","11,431.96","228.21M","-0.45%"
"12/06/2022","11,549.68","11,775.21","11,790.93","11,488.60","233.86M","-2.01%"
"12/05/2022","11,786.80","11,899.54","11,957.36","11,732.15","229.01M","-1.73%"
"12/02/2022","11,994.26","11,845.53","12,027.62","11,825.53","235.05M","-0.40%"
"12/01/2022","12,041.90","12,030.24","12,115.34","11,928.66","257.49M","0.10%"
"11/30/2022","12,030.06","11,505.74","12,031.34","11,481.89","496.42M","4.58%"
"11/29/2022","11,503.45","11,590.30","11,613.33","11,450.34","197.04M","-0.73%"
"11/28/2022","11,587.75","11,684.07","11,764.83","11,555.26","238.84M","-1.43%"
"11/25/2022","11,756.03","11,777.33","11,803.91","11,748.79","101.46M","-0.70%"
"11/23/2022","11,838.72","11,725.08","11,866.42","11,722.01","180.62M","0.97%"
"11/22/2022","11,724.84","11,590.83","11,731.76","11,503.34","217.73M","1.48%"
"11/21/2022","11,553.45","11,623.35","11,664.94","11,524.44","220.28M","-1.06%"
"11/18/2022","11,677.02","11,791.85","11,794.68","11,579.64","247.58M","0.00%"
"11/17/2022","11,676.86","11,521.64","11,737.61","11,519.38","234.82M","-0.19%"
"11/16/2022","11,699.09","11,767.42","11,796.99","11,673.14","253.72M","-1.45%"
"11/15/2022","11,871.15","12,006.45","12,024.95","11,735.40","291.01M","1.45%"
"11/14/2022","11,700.94","11,728.11","11,863.82","11,669.10","272.45M","-0.98%"
"11/11/2022","11,817.01","11,604.36","11,840.07","11,535.56","318.51M","1.82%"
"11/10/2022","11,605.96","11,350.42","11,612.20","11,235.74","451.83M","7.49%"
"11/09/2022","10,797.55","10,971.43","11,012.66","10,790.35","296.28M","-2.37%"
"11/08/2022","11,059.50","11,039.58","11,191.90","10,897.53","263.38M","0.75%"
"11/07/2022","10,977.00","10,900.83","11,001.16","10,817.59","266.26M","1.10%"
"11/04/2022","10,857.03","10,911.99","10,934.62","10,632.39","352.98M","1.56%"
"11/03/2022","10,690.60","10,769.43","10,852.18","10,680.83","312.83M","-1.98%"
"11/02/2022","10,906.34","11,300.27","11,410.91","10,903.48","342.40M","-3.39%"
"11/01/2022","11,288.95","11,571.52","11,574.39","11,278.28","258.91M","-1.02%"
"10/31/2022","11,405.57","11,465.21","11,482.99","11,331.26","304.15M","-1.22%"
