"Date","Price","Open","High","Low","Vol.","Change %"
"04/22/2024","17,210.89","17,161.11","17,305.15","17,010.26","246.49M","1.02%"
"04/19/2024","17,037.65","17,334.71","17,362.28","16,973.94","337.47M","-2.05%"
"04/18/2024","17,394.31","17,514.77","17,590.81","17,376.49","227.44M","-0.57%"
"04/17/2024","17,493.62","17,785.82","17,788.54","17,459.57","228.98M","-1.24%"
"04/16/2024","17,713.66","17,691.45","17,817.73","17,660.89","216.64M","0.04%"
"04/15/2024","17,706.83","18,143.26","18,152.08","17,676.35","266.84M","-1.65%"
"04/12/2024","18,003.49","18,117.67","18,166.49","17,952.09","260.97M","-1.66%"
"04/11/2024","18,307.98","18,085.11","18,337.15","17,998.25","248.03M","1.65%"
"04/10/2024","18,011.65","17,957.96","18,040.83","17,932.41","238.25M","-0.87%"
"04/09/2024","18,169.90","18,188.87","18,210.02","17,973.07","226.55M","0.39%"
"04/08/2024","18,100.19","18,130.44","18,178.66","18,050.69","205.51M","-0.05%"
"04/05/2024","18,108.46","17,940.28","18,202.96","17,912.86","245.48M","1.28%"
"04/04/2024","17,878.78","18,331.02","18,362.29","17,875.75","291.30M","-1.55%"
"04/03/2024","18,160.19","18,054.45","18,238.66","18,045.42","239.90M","0.21%"
"04/02/2024","18,121.78","18,076.43","18,135.57","18,002.27","238.38M","-0.94%"
"04/01/2024","18,293.20","18,280.82","18,391.58","18,211.28","221.87M","0.21%"
"03/28/2024","18,254.69","18,263.41","18,308.32","18,231.38","270.49M","-0.14%"
"03/27/2024","18,280.84","18,338.19","18,344.09","18,168.20","231.83M","0.39%"
"03/26/2024","18,210.54","18,329.29","18,378.70","18,207.88","256.69M","-0.36%"
"03/25/2024","18,277.06","18,215.54","18,337.35","18,189.28","223.87M","-0.34%"
"03/22/2024","18,339.44","18,293.15","18,386.25","18,267.49","221.23M","0.10%"
"03/21/2024","18,320.38","18,438.24","18,464.70","18,317.10","271.73M","0.44%"
"03/20/2024","18,240.11","18,067.70","18,249.12","18,003.24","252.23M","1.15%"
"03/19/2024","18,032.21","17,902.52","18,039.82","17,809.15","255.99M","0.26%"
"03/18/2024","17,985.01","18,024.24","18,124.32","17,973.09","287.97M","0.99%"
"03/15/2024","17,808.25","17,926.92","17,930.47","17,764.99","711.62M","-1.15%"
"03/14/2024","18,014.81","18,114.69","18,142.90","17,913.63","309.74M","-0.30%"
"03/13/2024","18,068.47","18,151.76","18,163.74","18,030.40","278.94M","-0.83%"
"03/12/2024","18,219.12","18,063.02","18,228.37","17,919.33","241.02M","1.49%"
"03/11/2024","17,951.69","17,959.68","18,003.05","17,873.33","239.72M","-0.37%"
"03/08/2024","18,018.45","18,312.79","18,416.73","17,995.38","310.56M","-1.53%"
"03/07/2024","18,297.99","18,161.73","18,337.95","18,101.43","279.40M","1.56%"
"03/06/2024","18,017.57","18,083.51","18,142.88","17,941.64","274.11M","0.67%"
"03/05/2024","17,897.87","18,088.71","18,097.50","17,804.49","292.54M","-1.80%"
"03/04/2024","18,226.48","18,290.10","18,313.43","18,218.24","291.88M","-0.42%"
"03/01/2024","18,302.91","18,069.29","18,333.26","18,064.44","274.13M","1.44%"
"02/29/2024","18,043.85","17,991.67","18,068.52","17,866.26","464.32M","0.95%"
"02/28/2024","17,874.50","17,895.03","17,931.01","17,840.36","193.52M","-0.54%"
"02/27/2024","17,971.05","17,962.58","17,987.54","17,871.06","205.82M","0.21%"
"02/26/2024","17,933.33","17,970.21","18,014.11","17,926.66","238.30M","-0.02%"
"02/23/2024","17,937.61","18,052.59","18,091.62","17,902.78","264.98M","-0.37%"
"02/22/2024","18,004.70","17,857.76","18,034.80","17,808.26","315.27M","3.01%"
"02/21/2024","17,478.91","17,412.79","17,482.13","17,319.44","239.18M","-0.38%"
"02/20/2024","17,546.10","17,591.17","17,657.08","17,399.41","271.21M","-0.79%"
"02/16/2024","17,685.98","17,853.59","17,864.16","17,663.40","264.65M","-0.90%"
"02/15/2024","17,845.72","17,815.32","17,864.59","17,722.31","257.11M","0.21%"
"02/14/2024","17,807.63","17,728.90","17,815.18","17,619.92","240.24M","1.18%"
"02/13/2024","17,600.42","17,519.80","17,717.67","17,478.23","271.02M","-1.58%"
"02/12/2024","17,882.66","17,942.28","18,041.45","17,859.66","231.24M","-0.44%"
